period,section,category,sub_category_1,sub_category_2,metric,value
2020-H1,Account / Content Violations,Country,Mayotte,Harassment and Bullying,unique_accounts_enforced,2
2020-H1,Account / Content Violations,Country,Mayotte,Hate Speech,content_reports,5
2020-H1,Account / Content Violations,Country,Mayotte,Hate Speech,content_enforced,1
2020-H1,Account / Content Violations,Country,Mayotte,Hate Speech,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Mayotte,Impersonation,content_reports,79
2020-H1,Account / Content Violations,Country,Mayotte,Impersonation,content_enforced,1
2020-H1,Account / Content Violations,Country,Mayotte,Impersonation,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Mayotte,Regulated Goods,content_reports,1
2020-H1,Account / Content Violations,Country,Mayotte,Regulated Goods,content_enforced,1
2020-H1,Account / Content Violations,Country,Mayotte,Regulated Goods,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Mayotte,Sexually Explicit Content,content_reports,201
2020-H1,Account / Content Violations,Country,Mayotte,Sexually Explicit Content,content_enforced,69
2020-H1,Account / Content Violations,Country,Mayotte,Sexually Explicit Content,unique_accounts_enforced,41
2020-H1,Account / Content Violations,Country,Mayotte,Spam,content_reports,10
2020-H1,Account / Content Violations,Country,Mayotte,Spam,content_enforced,0
2020-H1,Account / Content Violations,Country,Mayotte,Spam,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Mayotte,Threatening / Violence / Harm,content_reports,24
2020-H1,Account / Content Violations,Country,Mayotte,Threatening / Violence / Harm,content_enforced,2
2020-H1,Account / Content Violations,Country,Mayotte,Threatening / Violence / Harm,unique_accounts_enforced,2
2020-H1,Account / Content Violations,Country,Mexico,Harassment and Bullying,content_reports,1370
2020-H1,Account / Content Violations,Country,Mexico,Harassment and Bullying,content_enforced,288
2020-H1,Account / Content Violations,Country,Mexico,Harassment and Bullying,unique_accounts_enforced,262
2020-H1,Account / Content Violations,Country,Mexico,Hate Speech,content_reports,338
2020-H1,Account / Content Violations,Country,Mexico,Hate Speech,content_enforced,44
2020-H1,Account / Content Violations,Country,Mexico,Hate Speech,unique_accounts_enforced,41
2020-H1,Account / Content Violations,Country,Mexico,Impersonation,content_reports,6214
2020-H1,Account / Content Violations,Country,Mexico,Impersonation,content_enforced,113
2020-H1,Account / Content Violations,Country,Mexico,Impersonation,unique_accounts_enforced,105
2020-H1,Account / Content Violations,Country,Mexico,Regulated Goods,content_reports,881
2020-H1,Account / Content Violations,Country,Mexico,Regulated Goods,content_enforced,384
2020-H1,Account / Content Violations,Country,Mexico,Regulated Goods,unique_accounts_enforced,227
2020-H1,Account / Content Violations,Country,Mexico,Sexually Explicit Content,content_reports,15456
2020-H1,Account / Content Violations,Country,Mexico,Sexually Explicit Content,content_enforced,6473
2020-H1,Account / Content Violations,Country,Mexico,Sexually Explicit Content,unique_accounts_enforced,2936
2020-H1,Account / Content Violations,Country,Mexico,Spam,content_reports,854
2020-H1,Account / Content Violations,Country,Mexico,Spam,content_enforced,332
2020-H1,Account / Content Violations,Country,Mexico,Spam,unique_accounts_enforced,107
2020-H1,Account / Content Violations,Country,Mexico,Threatening / Violence / Harm,content_reports,2111
2020-H1,Account / Content Violations,Country,Mexico,Threatening / Violence / Harm,content_enforced,417
2020-H1,Account / Content Violations,Country,Mexico,Threatening / Violence / Harm,unique_accounts_enforced,331
2020-H1,Account / Content Violations,Country,Micronesia,Harassment and Bullying,content_reports,1
2020-H1,Account / Content Violations,Country,Micronesia,Harassment and Bullying,content_enforced,0
2020-H1,Account / Content Violations,Country,Micronesia,Harassment and Bullying,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Micronesia,Impersonation,content_reports,2
2020-H1,Account / Content Violations,Country,Micronesia,Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,Micronesia,Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Micronesia,Sexually Explicit Content,content_reports,1
2020-H1,Account / Content Violations,Country,Micronesia,Sexually Explicit Content,content_enforced,1
2020-H1,Account / Content Violations,Country,Micronesia,Sexually Explicit Content,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Micronesia,Threatening / Violence / Harm,content_reports,1
2020-H1,Account / Content Violations,Country,Micronesia,Threatening / Violence / Harm,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Moldova,Harassment and Bullying,content_reports,40
2020-H1,Account / Content Violations,Country,Moldova,Harassment and Bullying,content_enforced,6
2020-H1,Account / Content Violations,Country,Moldova,Harassment and Bullying,unique_accounts_enforced,6
2020-H1,Account / Content Violations,Country,Moldova,Hate Speech,content_reports,4
2020-H1,Account / Content Violations,Country,Moldova,Hate Speech,content_enforced,0
2020-H1,Account / Content Violations,Country,Moldova,Hate Speech,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Moldova,Impersonation,content_reports,154
2020-H1,Account / Content Violations,Country,Moldova,Impersonation,content_enforced,1
2020-H1,Account / Content Violations,Country,Moldova,Impersonation,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Moldova,Regulated Goods,content_reports,11
2020-H1,Account / Content Violations,Country,Moldova,Regulated Goods,content_enforced,4
2020-H1,Account / Content Violations,Country,Moldova,Regulated Goods,unique_accounts_enforced,2
2020-H1,Account / Content Violations,Country,Moldova,Sexually Explicit Content,content_reports,1820
2020-H1,Account / Content Violations,Country,Moldova,Sexually Explicit Content,content_enforced,686
2020-H1,Account / Content Violations,Country,Moldova,Sexually Explicit Content,unique_accounts_enforced,195
2020-H1,Account / Content Violations,Country,Moldova,Spam,content_reports,37
2020-H1,Account / Content Violations,Country,Moldova,Spam,content_enforced,13
2020-H1,Account / Content Violations,Country,Moldova,Spam,unique_accounts_enforced,11
2020-H1,Account / Content Violations,Country,Moldova,Threatening / Violence / Harm,content_reports,100
2020-H1,Account / Content Violations,Country,Moldova,Threatening / Violence / Harm,content_enforced,11
2020-H1,Account / Content Violations,Country,Moldova,Threatening / Violence / Harm,unique_accounts_enforced,9
2020-H1,Account / Content Violations,Country,Monaco,Harassment and Bullying,content_reports,7
2020-H1,Account / Content Violations,Country,Monaco,Harassment and Bullying,content_enforced,5
2020-H1,Account / Content Violations,Country,Monaco,Harassment and Bullying,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Monaco,Hate Speech,content_reports,1
2020-H1,Account / Content Violations,Country,Monaco,Hate Speech,content_enforced,1
2020-H1,Account / Content Violations,Country,Monaco,Hate Speech,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Monaco,Impersonation,content_reports,14
2020-H1,Account / Content Violations,Country,Monaco,Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,Monaco,Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Monaco,Regulated Goods,content_reports,6
2020-H1,Account / Content Violations,Country,Monaco,Regulated Goods,content_enforced,2
2020-H1,Account / Content Violations,Country,Monaco,Regulated Goods,unique_accounts_enforced,2
2020-H1,Account / Content Violations,Country,Monaco,Sexually Explicit Content,content_reports,133
2020-H1,Account / Content Violations,Country,Monaco,Sexually Explicit Content,content_enforced,16
2020-H1,Account / Content Violations,Country,Monaco,Sexually Explicit Content,unique_accounts_enforced,7
2020-H1,Account / Content Violations,Country,Monaco,Spam,content_reports,223
2020-H1,Account / Content Violations,Country,Monaco,Spam,content_enforced,219
2020-H1,Account / Content Violations,Country,Monaco,Spam,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Monaco,Threatening / Violence / Harm,content_reports,6
2020-H1,Account / Content Violations,Country,Monaco,Threatening / Violence / Harm,content_enforced,0
2020-H1,Account / Content Violations,Country,Monaco,Threatening / Violence / Harm,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Mongolia,Harassment and Bullying,content_reports,6
2020-H1,Account / Content Violations,Country,Mongolia,Harassment and Bullying,content_enforced,0
2020-H1,Account / Content Violations,Country,Mongolia,Harassment and Bullying,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Mongolia,Impersonation,content_reports,22
2020-H1,Account / Content Violations,Country,Mongolia,Impersonation,content_enforced,1
2020-H1,Account / Content Violations,Country,Mongolia,Impersonation,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Mongolia,Sexually Explicit Content,content_reports,51
2020-H1,Account / Content Violations,Country,Mongolia,Sexually Explicit Content,content_enforced,14
2020-H1,Account / Content Violations,Country,Mongolia,Sexually Explicit Content,unique_accounts_enforced,14
2020-H1,Account / Content Violations,Country,Mongolia,Spam,content_reports,8
2020-H1,Account / Content Violations,Country,Mongolia,Spam,content_enforced,3
2020-H1,Account / Content Violations,Country,Mongolia,Spam,unique_accounts_enforced,3
2020-H1,Account / Content Violations,Country,Mongolia,Threatening / Violence / Harm,content_reports,4
2020-H1,Account / Content Violations,Country,Mongolia,Threatening / Violence / Harm,content_enforced,1
2020-H1,Account / Content Violations,Country,Mongolia,Threatening / Violence / Harm,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Montenegro,Harassment and Bullying,content_reports,36
2020-H1,Account / Content Violations,Country,Montenegro,Harassment and Bullying,content_enforced,2
2020-H1,Account / Content Violations,Country,Montenegro,Harassment and Bullying,unique_accounts_enforced,2
2020-H1,Account / Content Violations,Country,Montenegro,Hate Speech,content_reports,11
2020-H1,Account / Content Violations,Country,Montenegro,Hate Speech,content_enforced,1
2020-H1,Account / Content Violations,Country,Montenegro,Hate Speech,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Montenegro,Impersonation,content_reports,178
2020-H1,Account / Content Violations,Country,Montenegro,Impersonation,content_enforced,2
2020-H1,Account / Content Violations,Country,Montenegro,Impersonation,unique_accounts_enforced,2
2020-H1,Account / Content Violations,Country,Montenegro,Regulated Goods,content_reports,7
2020-H1,Account / Content Violations,Country,Montenegro,Regulated Goods,content_enforced,1
2020-H1,Account / Content Violations,Country,Montenegro,Regulated Goods,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Montenegro,Sexually Explicit Content,content_reports,465
2020-H1,Account / Content Violations,Country,Montenegro,Sexually Explicit Content,content_enforced,198
2020-H1,Account / Content Violations,Country,Montenegro,Sexually Explicit Content,unique_accounts_enforced,63
2020-H1,Account / Content Violations,Country,Montenegro,Spam,content_reports,75
2020-H1,Account / Content Violations,Country,Montenegro,Spam,content_enforced,5
2020-H1,Account / Content Violations,Country,Montenegro,Spam,unique_accounts_enforced,5
2020-H1,Account / Content Violations,Country,Montenegro,Threatening / Violence / Harm,content_reports,77
2020-H1,Account / Content Violations,Country,Montenegro,Threatening / Violence / Harm,content_enforced,6
2020-H1,Account / Content Violations,Country,Montenegro,Threatening / Violence / Harm,unique_accounts_enforced,6
2020-H1,Account / Content Violations,Country,Montserrat,Sexually Explicit Content,content_reports,1
2020-H1,Account / Content Violations,Country,Montserrat,Sexually Explicit Content,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Morocco,Harassment and Bullying,content_reports,1637
2020-H1,Account / Content Violations,Country,Morocco,Harassment and Bullying,content_enforced,130
2020-H1,Account / Content Violations,Country,Morocco,Harassment and Bullying,unique_accounts_enforced,99
2020-H1,Account / Content Violations,Country,Morocco,Hate Speech,content_reports,587
2020-H1,Account / Content Violations,Country,Morocco,Hate Speech,content_enforced,28
2020-H1,Account / Content Violations,Country,Morocco,Hate Speech,unique_accounts_enforced,20
2020-H1,Account / Content Violations,Country,Morocco,Impersonation,content_reports,4232
2020-H1,Account / Content Violations,Country,Morocco,Impersonation,content_enforced,47
2020-H1,Account / Content Violations,Country,Morocco,Impersonation,unique_accounts_enforced,37
2020-H1,Account / Content Violations,Country,Morocco,Regulated Goods,content_reports,641
2020-H1,Account / Content Violations,Country,Morocco,Regulated Goods,content_enforced,211
2020-H1,Account / Content Violations,Country,Morocco,Regulated Goods,unique_accounts_enforced,70
2020-H1,Account / Content Violations,Country,Morocco,Sexually Explicit Content,content_reports,32836
2020-H1,Account / Content Violations,Country,Morocco,Sexually Explicit Content,content_enforced,10543
2020-H1,Account / Content Violations,Country,Morocco,Sexually Explicit Content,unique_accounts_enforced,2137
2020-H1,Account / Content Violations,Country,Morocco,Spam,content_reports,1594
2020-H1,Account / Content Violations,Country,Morocco,Spam,content_enforced,224
2020-H1,Account / Content Violations,Country,Morocco,Spam,unique_accounts_enforced,117
2020-H1,Account / Content Violations,Country,Morocco,Threatening / Violence / Harm,content_reports,2464
2020-H1,Account / Content Violations,Country,Morocco,Threatening / Violence / Harm,content_enforced,171
2020-H1,Account / Content Violations,Country,Morocco,Threatening / Violence / Harm,unique_accounts_enforced,121
2020-H1,Account / Content Violations,Country,Mozambique,Harassment and Bullying,content_reports,4
2020-H1,Account / Content Violations,Country,Mozambique,Harassment and Bullying,content_enforced,1
2020-H1,Account / Content Violations,Country,Mozambique,Harassment and Bullying,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Mozambique,Impersonation,content_reports,18
2020-H1,Account / Content Violations,Country,Mozambique,Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,Mozambique,Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Mozambique,Sexually Explicit Content,content_reports,45
2020-H1,Account / Content Violations,Country,Mozambique,Sexually Explicit Content,content_enforced,14
2020-H1,Account / Content Violations,Country,Mozambique,Sexually Explicit Content,unique_accounts_enforced,12
2020-H1,Account / Content Violations,Country,Mozambique,Spam,content_reports,6
2020-H1,Account / Content Violations,Country,Mozambique,Spam,content_enforced,1
2020-H1,Account / Content Violations,Country,Mozambique,Spam,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Mozambique,Threatening / Violence / Harm,content_reports,4
2020-H1,Account / Content Violations,Country,Mozambique,Threatening / Violence / Harm,content_enforced,3
2020-H1,Account / Content Violations,Country,Mozambique,Threatening / Violence / Harm,unique_accounts_enforced,3
2020-H1,Account / Content Violations,Country,Myanmar,Harassment and Bullying,content_reports,10
2020-H1,Account / Content Violations,Country,Myanmar,Harassment and Bullying,content_enforced,2
2020-H1,Account / Content Violations,Country,Myanmar,Harassment and Bullying,unique_accounts_enforced,2
2020-H1,Account / Content Violations,Country,Myanmar,Hate Speech,content_reports,1
2020-H1,Account / Content Violations,Country,Myanmar,Hate Speech,content_enforced,0
2020-H1,Account / Content Violations,Country,Myanmar,Hate Speech,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Myanmar,Impersonation,content_reports,48
2020-H1,Account / Content Violations,Country,Myanmar,Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,Myanmar,Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Myanmar,Regulated Goods,content_reports,3
2020-H1,Account / Content Violations,Country,Myanmar,Regulated Goods,content_enforced,2
2020-H1,Account / Content Violations,Country,Myanmar,Regulated Goods,unique_accounts_enforced,2
2020-H1,Account / Content Violations,Country,Myanmar,Sexually Explicit Content,content_reports,127
2020-H1,Account / Content Violations,Country,Myanmar,Sexually Explicit Content,content_enforced,83
2020-H1,Account / Content Violations,Country,Myanmar,Sexually Explicit Content,unique_accounts_enforced,29
2020-H1,Account / Content Violations,Country,Myanmar,Spam,content_reports,2
2020-H1,Account / Content Violations,Country,Myanmar,Spam,content_enforced,0
2020-H1,Account / Content Violations,Country,Myanmar,Spam,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Myanmar,Threatening / Violence / Harm,content_reports,12
2020-H1,Account / Content Violations,Country,Myanmar,Threatening / Violence / Harm,content_enforced,1
2020-H1,Account / Content Violations,Country,Myanmar,Threatening / Violence / Harm,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Namibia,Harassment and Bullying,content_reports,10
2020-H1,Account / Content Violations,Country,Namibia,Harassment and Bullying,content_enforced,1
2020-H1,Account / Content Violations,Country,Namibia,Harassment and Bullying,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Namibia,Hate Speech,content_reports,2
2020-H1,Account / Content Violations,Country,Namibia,Hate Speech,content_enforced,0
2020-H1,Account / Content Violations,Country,Namibia,Hate Speech,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Namibia,Impersonation,content_reports,33
2020-H1,Account / Content Violations,Country,Namibia,Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,Namibia,Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Namibia,Regulated Goods,content_reports,1
2020-H1,Account / Content Violations,Country,Namibia,Regulated Goods,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Namibia,Sexually Explicit Content,content_reports,73
2020-H1,Account / Content Violations,Country,Namibia,Sexually Explicit Content,content_enforced,19
2020-H1,Account / Content Violations,Country,Namibia,Sexually Explicit Content,unique_accounts_enforced,15
2020-H1,Account / Content Violations,Country,Namibia,Spam,content_reports,8
2020-H1,Account / Content Violations,Country,Namibia,Spam,content_enforced,1
2020-H1,Account / Content Violations,Country,Namibia,Spam,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Namibia,Threatening / Violence / Harm,content_reports,13
2020-H1,Account / Content Violations,Country,Namibia,Threatening / Violence / Harm,content_enforced,1
2020-H1,Account / Content Violations,Country,Namibia,Threatening / Violence / Harm,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Nauru,Impersonation,content_reports,2
2020-H1,Account / Content Violations,Country,Nauru,Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,Nauru,Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Nepal,Harassment and Bullying,content_reports,88
2020-H1,Account / Content Violations,Country,Nepal,Harassment and Bullying,content_enforced,8
2020-H1,Account / Content Violations,Country,Nepal,Harassment and Bullying,unique_accounts_enforced,7
2020-H1,Account / Content Violations,Country,Nepal,Hate Speech,content_reports,14
2020-H1,Account / Content Violations,Country,Nepal,Hate Speech,content_enforced,0
2020-H1,Account / Content Violations,Country,Nepal,Hate Speech,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Nepal,Impersonation,content_reports,369
2020-H1,Account / Content Violations,Country,Nepal,Impersonation,content_enforced,3
2020-H1,Account / Content Violations,Country,Nepal,Impersonation,unique_accounts_enforced,3
2020-H1,Account / Content Violations,Country,Nepal,Regulated Goods,content_reports,41
2020-H1,Account / Content Violations,Country,Nepal,Regulated Goods,content_enforced,19
2020-H1,Account / Content Violations,Country,Nepal,Regulated Goods,unique_accounts_enforced,10
2020-H1,Account / Content Violations,Country,Nepal,Sexually Explicit Content,content_reports,585
2020-H1,Account / Content Violations,Country,Nepal,Sexually Explicit Content,content_enforced,202
2020-H1,Account / Content Violations,Country,Nepal,Sexually Explicit Content,unique_accounts_enforced,120
2020-H1,Account / Content Violations,Country,Nepal,Spam,content_reports,187
2020-H1,Account / Content Violations,Country,Nepal,Spam,content_enforced,18
2020-H1,Account / Content Violations,Country,Nepal,Spam,unique_accounts_enforced,11
2020-H1,Account / Content Violations,Country,Nepal,Threatening / Violence / Harm,content_reports,137
2020-H1,Account / Content Violations,Country,Nepal,Threatening / Violence / Harm,content_enforced,8
2020-H1,Account / Content Violations,Country,Nepal,Threatening / Violence / Harm,unique_accounts_enforced,8
2020-H1,Account / Content Violations,Country,Netherlands,Harassment and Bullying,content_reports,9498
2020-H1,Account / Content Violations,Country,Netherlands,Harassment and Bullying,content_enforced,1743
2020-H1,Account / Content Violations,Country,Netherlands,Harassment and Bullying,unique_accounts_enforced,1543
2020-H1,Account / Content Violations,Country,Netherlands,Hate Speech,content_reports,1819
2020-H1,Account / Content Violations,Country,Netherlands,Hate Speech,content_enforced,268
2020-H1,Account / Content Violations,Country,Netherlands,Hate Speech,unique_accounts_enforced,212
2020-H1,Account / Content Violations,Country,Netherlands,Impersonation,content_reports,20946
2020-H1,Account / Content Violations,Country,Netherlands,Impersonation,content_enforced,363
2020-H1,Account / Content Violations,Country,Netherlands,Impersonation,unique_accounts_enforced,352
2020-H1,Account / Content Violations,Country,Netherlands,Regulated Goods,content_reports,3787
2020-H1,Account / Content Violations,Country,Netherlands,Regulated Goods,content_enforced,1510
2020-H1,Account / Content Violations,Country,Netherlands,Regulated Goods,unique_accounts_enforced,1003
2020-H1,Account / Content Violations,Country,Netherlands,Sexually Explicit Content,content_reports,125150
2020-H1,Account / Content Violations,Country,Netherlands,Sexually Explicit Content,content_enforced,50062
2020-H1,Account / Content Violations,Country,Netherlands,Sexually Explicit Content,unique_accounts_enforced,14641
2020-H1,Account / Content Violations,Country,Netherlands,Spam,content_reports,5838
2020-H1,Account / Content Violations,Country,Netherlands,Spam,content_enforced,1226
2020-H1,Account / Content Violations,Country,Netherlands,Spam,unique_accounts_enforced,885
2020-H1,Account / Content Violations,Country,Netherlands,Threatening / Violence / Harm,content_reports,9104
2020-H1,Account / Content Violations,Country,Netherlands,Threatening / Violence / Harm,content_enforced,1662
2020-H1,Account / Content Violations,Country,Netherlands,Threatening / Violence / Harm,unique_accounts_enforced,1206
2020-H1,Account / Content Violations,Country,Netherlands Antilles,Impersonation,content_reports,1
2020-H1,Account / Content Violations,Country,Netherlands Antilles,Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,Netherlands Antilles,Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,New Caledonia,Harassment and Bullying,content_reports,14
2020-H1,Account / Content Violations,Country,New Caledonia,Harassment and Bullying,content_enforced,2
2020-H1,Account / Content Violations,Country,New Caledonia,Harassment and Bullying,unique_accounts_enforced,2
2020-H1,Account / Content Violations,Country,New Caledonia,Hate Speech,content_reports,4
2020-H1,Account / Content Violations,Country,New Caledonia,Hate Speech,content_enforced,1
2020-H1,Account / Content Violations,Country,New Caledonia,Hate Speech,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,New Caledonia,Impersonation,content_reports,61
2020-H1,Account / Content Violations,Country,New Caledonia,Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,New Caledonia,Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,New Caledonia,Regulated Goods,content_reports,17
2020-H1,Account / Content Violations,Country,New Caledonia,Regulated Goods,content_enforced,5
2020-H1,Account / Content Violations,Country,New Caledonia,Regulated Goods,unique_accounts_enforced,5
2020-H1,Account / Content Violations,Country,New Caledonia,Sexually Explicit Content,content_reports,239
2020-H1,Account / Content Violations,Country,New Caledonia,Sexually Explicit Content,content_enforced,110
2020-H1,Account / Content Violations,Country,New Caledonia,Sexually Explicit Content,unique_accounts_enforced,36
2020-H1,Account / Content Violations,Country,New Caledonia,Spam,content_reports,5
2020-H1,Account / Content Violations,Country,New Caledonia,Spam,content_enforced,0
2020-H1,Account / Content Violations,Country,New Caledonia,Spam,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,New Caledonia,Threatening / Violence / Harm,content_reports,22
2020-H1,Account / Content Violations,Country,New Caledonia,Threatening / Violence / Harm,content_enforced,5
2020-H1,Account / Content Violations,Country,New Caledonia,Threatening / Violence / Harm,unique_accounts_enforced,5
2020-H1,Account / Content Violations,Country,New Zealand,Harassment and Bullying,content_reports,1763
2020-H1,Account / Content Violations,Country,New Zealand,Harassment and Bullying,content_enforced,348
2020-H1,Account / Content Violations,Country,New Zealand,Harassment and Bullying,unique_accounts_enforced,327
2020-H1,Account / Content Violations,Country,New Zealand,Hate Speech,content_reports,351
2020-H1,Account / Content Violations,Country,New Zealand,Hate Speech,content_enforced,55
2020-H1,Account / Content Violations,Country,New Zealand,Hate Speech,unique_accounts_enforced,55
2020-H1,Account / Content Violations,Country,New Zealand,Impersonation,content_reports,2987
2020-H1,Account / Content Violations,Country,New Zealand,Impersonation,content_enforced,34
2020-H1,Account / Content Violations,Country,New Zealand,Impersonation,unique_accounts_enforced,34
2020-H1,Account / Content Violations,Country,New Zealand,Regulated Goods,content_reports,1146
2020-H1,Account / Content Violations,Country,New Zealand,Regulated Goods,content_enforced,520
2020-H1,Account / Content Violations,Country,New Zealand,Regulated Goods,unique_accounts_enforced,361
2020-H1,Account / Content Violations,Country,New Zealand,Sexually Explicit Content,content_reports,10783
2020-H1,Account / Content Violations,Country,New Zealand,Sexually Explicit Content,content_enforced,4115
2020-H1,Account / Content Violations,Country,New Zealand,Sexually Explicit Content,unique_accounts_enforced,1927
2020-H1,Account / Content Violations,Country,New Zealand,Spam,content_reports,917
2020-H1,Account / Content Violations,Country,New Zealand,Spam,content_enforced,100
2020-H1,Account / Content Violations,Country,New Zealand,Spam,unique_accounts_enforced,88
2020-H1,Account / Content Violations,Country,New Zealand,Threatening / Violence / Harm,content_reports,2230
2020-H1,Account / Content Violations,Country,New Zealand,Threatening / Violence / Harm,content_enforced,306
2020-H1,Account / Content Violations,Country,New Zealand,Threatening / Violence / Harm,unique_accounts_enforced,282
2020-H1,Account / Content Violations,Country,Nicaragua,Harassment and Bullying,content_reports,29
2020-H1,Account / Content Violations,Country,Nicaragua,Harassment and Bullying,content_enforced,5
2020-H1,Account / Content Violations,Country,Nicaragua,Harassment and Bullying,unique_accounts_enforced,4
2020-H1,Account / Content Violations,Country,Nicaragua,Hate Speech,content_reports,2
2020-H1,Account / Content Violations,Country,Nicaragua,Hate Speech,content_enforced,0
2020-H1,Account / Content Violations,Country,Nicaragua,Hate Speech,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Nicaragua,Impersonation,content_reports,259
2020-H1,Account / Content Violations,Country,Nicaragua,Impersonation,content_enforced,1
2020-H1,Account / Content Violations,Country,Nicaragua,Impersonation,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Nicaragua,Regulated Goods,content_reports,6
2020-H1,Account / Content Violations,Country,Nicaragua,Regulated Goods,content_enforced,0
2020-H1,Account / Content Violations,Country,Nicaragua,Regulated Goods,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Nicaragua,Sexually Explicit Content,content_reports,290
2020-H1,Account / Content Violations,Country,Nicaragua,Sexually Explicit Content,content_enforced,138
2020-H1,Account / Content Violations,Country,Nicaragua,Sexually Explicit Content,unique_accounts_enforced,64
2020-H1,Account / Content Violations,Country,Nicaragua,Spam,content_reports,8
2020-H1,Account / Content Violations,Country,Nicaragua,Spam,content_enforced,0
2020-H1,Account / Content Violations,Country,Nicaragua,Spam,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Nicaragua,Threatening / Violence / Harm,content_reports,30
2020-H1,Account / Content Violations,Country,Nicaragua,Threatening / Violence / Harm,content_enforced,7
2020-H1,Account / Content Violations,Country,Nicaragua,Threatening / Violence / Harm,unique_accounts_enforced,7
2020-H1,Account / Content Violations,Country,Niger,Harassment and Bullying,content_reports,33
2020-H1,Account / Content Violations,Country,Niger,Harassment and Bullying,content_enforced,3
2020-H1,Account / Content Violations,Country,Niger,Harassment and Bullying,unique_accounts_enforced,3
2020-H1,Account / Content Violations,Country,Niger,Hate Speech,content_reports,12
2020-H1,Account / Content Violations,Country,Niger,Hate Speech,content_enforced,3
2020-H1,Account / Content Violations,Country,Niger,Hate Speech,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Niger,Impersonation,content_reports,84
2020-H1,Account / Content Violations,Country,Niger,Impersonation,content_enforced,3
2020-H1,Account / Content Violations,Country,Niger,Impersonation,unique_accounts_enforced,3
2020-H1,Account / Content Violations,Country,Niger,Regulated Goods,content_reports,10
2020-H1,Account / Content Violations,Country,Niger,Regulated Goods,content_enforced,0
2020-H1,Account / Content Violations,Country,Niger,Regulated Goods,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Niger,Sexually Explicit Content,content_reports,370
2020-H1,Account / Content Violations,Country,Niger,Sexually Explicit Content,content_enforced,239
2020-H1,Account / Content Violations,Country,Niger,Sexually Explicit Content,unique_accounts_enforced,18
2020-H1,Account / Content Violations,Country,Niger,Spam,content_reports,19
2020-H1,Account / Content Violations,Country,Niger,Spam,content_enforced,1
